公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称,A股上市日期,A股总股本,A股流通股本,B股代码,B股 简 称,B股上市日期,B股总股本,B股流通股本,地 区,省 份,城 市,所属行业,公司网址
300191,潜能恒信,潜能恒信能源技术股份有限公司,"SINO GEOPHYSICAL CO.,LTD",北京市海淀区紫竹院路81号院3号楼北方地产大厦618,300191,潜能恒信,2011/3/16,"320,000,000","148,820,000",,,,0,0,华北,北京,北京市,B 采矿业,www.sinogeo.com
300192,科斯伍德,苏州科斯伍德油墨股份有限公司,"Suzhou Kingswood Printing Ink Co.,Ltd.",江苏省苏州市相城区潘阳工业园东桥开发区旺庄路3-1号,300192,科斯伍德,2011/3/22,"110,250,000","68,062,500",,,,0,0,华东,江苏,苏州市,C 制造业,www.szkinks.com
300193,佳士科技,深圳市佳士科技股份有限公司,"SHENZHEN JASIC TECHNOLOGY CO.,LTD.",广东省深圳市坪山新区青兰一路3号,300193,佳士科技,2011/3/22,"221,500,000","152,092,818",,,,0,0,华南,广东,深圳市,C 制造业,www.jasic.com.cn
300194,福安药业,福安药业（集团）股份有限公司,"Fuan Pharmaceutical （Group）co.,Ltd",重庆市长寿区化南一路1号,300194,福安药业,2011/3/22,"260,130,000","128,802,718",,,,0,0,西南,重庆,重庆市,C 制造业,www.fapharm.com
300195,长荣股份,天津长荣印刷设备股份有限公司,"MASTERWORK MACHINERY CO.,LTD.",天津市新技术产业园区北辰科技工业园,300195,长荣股份,2011/3/29,"171,186,189","64,447,250",,,,0,0,华北,天津,天津市,C 制造业,www.mkmchina.com
300196,长海股份,江苏长海复合材料股份有限公司,"Jiangsu Changhai Composite Materials CO.,LTD.",江苏省常州市武进区遥观镇塘桥村,300196,长海股份,2011/3/29,"192,000,000","108,373,442",,,,0,0,华东,江苏,常州市,C 制造业,www.changhaigfrp.com
300197,铁汉生态,深圳市铁汉生态环境股份有限公司,"Shenzhen Techand Ecology & Environment Co., Ltd.",广东省深圳市龙岗区龙城街道龙岗天安数码创新园三号厂房B1401,300197,铁汉生态,2011/3/29,"505,289,404","292,936,793",,,,0,0,华南,广东,深圳市,E 建筑业,www.sztechand.com
300198,纳川股份,福建纳川管材科技股份有限公司,"Fujian Superpipe Co.,Ltd",福建省泉州市泉港区普安工业区,300198,纳川股份,2011/4/7,"417,436,500","344,161,850",,,,0,0,华东,福建,泉州市,C 制造业,www.superpipe.cn
300199,翰宇药业,深圳翰宇药业股份有限公司,"HYBIO PHARMACEUTICAL CO.,LTD.",广东省深圳市南山区高新技术工业园中区翰宇生物医药园办公大楼四层,300199,翰宇药业,2011/4/7,"400,000,000","183,378,716",,,,0,0,华南,广东,深圳市,C 制造业,www.hybio.com.cn
300200,高盟新材,北京高盟新材料股份有限公司,"Beijing Comens New Materials Co.,Ltd.",北京市丰台区科学城航丰路8号2层209室（园区）,300200,高盟新材,2011/4/7,"213,600,000","200,007,342",,,,0,0,华北,北京,北京市,C 制造业,www.co-mens.com
300201,海伦哲,徐州海伦哲专用车辆股份有限公司,"Xuzhou Handler Special Vehicle Co., Ltd.",江苏省徐州经济开发区螺山路19号,300201,海伦哲,2011/4/7,"352,000,000","350,080,509",,,,0,0,华东,江苏,徐州市,C 制造业,www.xzhlz.com
300202,聚龙股份,辽宁聚龙金融设备股份有限公司,Liaoning Julong Financial Equipment Corp.,辽宁省鞍山市铁东区千山中路308号,300202,聚龙股份,2011/4/15,"549,504,000","418,244,976",,,,0,0,东北,辽宁,鞍山市,C 制造业,www.julong.cc
300203,聚光科技,聚光科技（杭州）股份有限公司,"Focused Photonics （Hangzhou),Inc.",浙江省杭州市滨江区滨安路760号,300203,聚光科技,2011/4/15,"445,000,000","445,000,000",,,,0,0,华东,浙江,杭州市,C 制造业,www.fpi-inc.com
300204,舒泰神,舒泰神(北京)生物制药股份有限公司,"Staidson (Beijing) Biopharmaceuticals Co.,Ltd.",北京市北京经济技术开发区经海二路36号,300204,舒泰神,2011/4/15,"240,120,000","235,754,294",,,,0,0,华北,北京,北京市,C 制造业,www.staidson.com
300205,天喻信息,武汉天喻信息产业股份有限公司,"Wuhan Tianyu Information Industry Co.,Ltd",湖北省武汉市东湖新技术开发区华工大学科技园,300205,天喻信息,2011/4/21,"430,056,000","424,769,484",,,,0,0,华中,湖北,武汉市,C 制造业,www.whty.com.cn
300206,理邦仪器,深圳市理邦精密仪器股份有限公司,"Edan Instruments,Inc,",广东省深圳市南山区蛇口南海大道1019号南山医疗器械园B栋三楼,300206,理邦仪器,2011/4/21,"195,000,000","110,447,075",,,,0,0,华南,广东,深圳市,C 制造业,www.edan.com.cn
300207,欣旺达,欣旺达电子股份有限公司,"Sunwoda Electronic Co.,Ltd",广东省深圳市宝安区石岩街道石龙社区颐和路2号综合楼1楼、2楼A-B区、2楼D区-9楼,300207,欣旺达,2011/4/21,"251,611,000","135,076,753",,,,0,0,华南,广东,深圳市,C 制造业,www.sunwoda.com
300208,恒顺电气,青岛市恒顺电气股份有限公司,"Qingdao Evercontaining Electric Co.,Ltd.",山东省青岛市城阳区流亭街道双元路西侧（空港工业聚集区）,300208,恒顺电气,2011/4/26,"284,920,000","185,166,199",,,,0,0,华东,山东,青岛市,C 制造业,www.qdhengshun.com
300209,天泽信息,天泽信息产业股份有限公司,TIANZE INFORMATION INDUSTRY INC,江苏省南京市建邺区云龙山路80号,300209,天泽信息,2011/4/26,"160,000,000","97,030,000",,,,0,0,华东,江苏,南京市,I 信息技术,www.itrackstar.com
300210,森远股份,鞍山森远路桥股份有限公司,"ANSHAN SENYUAN ROAD AND BRIDGE CO.,LTD",辽宁省鞍山市鞍千路281号,300210,森远股份,2011/4/26,"242,514,000","109,891,852",,,,0,0,东北,辽宁,鞍山市,C 制造业,www.assyrb.com
300211,亿通科技,江苏亿通高科技股份有限公司,"Jiangsu Yitong High-Tech Co., Ltd.",江苏省常熟市通林路28号,300211,亿通科技,2011/5/5,"83,843,760","47,395,160",,,,0,0,华东,江苏,苏州市,C 制造业,www.yitong-group.com
300212,易华录,北京易华录信息技术股份有限公司,"BEIJING E-HUALU INFO TECHNOLOGY CO.,LTD",北京市石景山区八大处高新科技园区西井路3号3号楼535房间,300212,易华录,2011/5/5,"321,600,000","297,107,760",,,,0,0,华北,北京,北京市,I 信息技术,www.ehualu.com
300213,佳讯飞鸿,北京佳讯飞鸿电气股份有限公司,"Beijing Jiaxun Feihong Electrical Co.,Ltd",北京海淀区锦带路88号院1号楼,300213,佳讯飞鸿,2011/5/5,"252,000,000","120,314,119",,,,0,0,华北,北京,北京市,C 制造业,www.jiaxun.com
300214,日科化学,山东日科化学股份有限公司,"Shandong Rike Chemical Co.,Ltd.",山东省昌乐县英轩街3999号1号楼,300214,日科化学,2011/5/11,"405,000,000","268,658,530",,,,0,0,华东,山东,潍坊市,C 制造业,www.rikechem.com
300215,电科院,苏州电器科学研究院股份有限公司,"Suzhou Electrical Apparatus Science Academy Co., Ltd.",江苏省苏州市吴中区越溪前珠路5号,300215,电科院,2011/5/11,"720,000,000","479,998,500",,,,0,0,华东,江苏,苏州市,M 科研服务,www.eeti-easa.com
300216,千山药机,湖南千山制药机械股份有限公司,"Hunan China Sun Pharmaceutical Machinery Co.,Ltd.",湖南省长沙经济技术开发区盼盼路9号,300216,千山药机,2011/5/11,"184,600,000","121,954,860",,,,0,0,华中,湖南,长沙市,C 制造业,www.chinasun.com.cn
300217,东方电热,镇江东方电热科技股份有限公司,"zhenjiang Dongfang Electric Heating Technology Co.,Ltd.",江苏省镇江市镇江新区大港五峰山路18号,300217,东方电热,2011/5/18,"197,736,000","107,486,415",,,,0,0,华东,江苏,镇江市,C 制造业,www.dongfang-heater.com
300218,安利股份,安徽安利合成革股份有限公司,"Anhui ANLI Artificial Leather Co.,LTD",安徽省合肥市经济技术开发区桃花工业园,300218,安利股份,2011/5/18,"211,200,000","163,680,000",,,,0,0,华东,安徽,合肥市,C 制造业,www.chinapuleather.com
300219,鸿利光电,广州市鸿利光电股份有限公司,"Guangzhou Hongli Opto-Electronic Co.,Ltd",广东省广州市花都区花东镇先科一路1号,300219,鸿利光电,2011/5/18,"246,311,950","106,501,746",,,,0,0,华南,广东,广州市,C 制造业,www.honglitronic.com
300220,金运激光,武汉金运激光股份有限公司,"Wuhan Golden Laser Co., Ltd.",湖北省武汉市江岸区新江岸五村188号,300220,金运激光,2011/5/25,"70,000,000","36,262,888",,,,0,0,华中,湖北,武汉市,C 制造业,www.goldenlaser.cn
300221,银禧科技,广东银禧科技股份有限公司,"GUANGDONG SILVER AGE SCI&TECH CO.,LTD.",广东省东莞市虎门镇居岐村,300221,银禧科技,2011/5/25,"200,000,000","124,374,999",,,,0,0,华南,广东,东莞市,C 制造业,www.silverage.cn
300222,科大智能,科大智能科技股份有限公司,"CSG SMART SCIENCE&TECHNOLOGY CO.,LTD.",上海市张江高科技园区碧波路456号A203-A206室,300222,科大智能,2011/5/25,"163,895,776","78,901,797",,,,0,0,华东,上海,上海市,C 制造业,www.csg.com.cn
300223,北京君正,北京君正集成电路股份有限公司,"Ingenic Semiconductor Co., Ltd",北京市海淀区西北旺东路10号院东区14号楼A座一至三层,300223,北京君正,2011/5/31,"104,000,000","57,115,839",,,,0,0,华北,北京,北京市,C 制造业,www.ingenic.cn
300224,正海磁材,烟台正海磁性材料股份有限公司,"YantaiZhenghaiMagneticMaterialCo.,Ltd.",山东省烟台经济技术开发区珠江路22号,300224,正海磁材,2011/5/31,"240,000,000","240,000,000",,,,0,0,华东,山东,烟台市,C 制造业,www.zhmag.com
300225,金力泰,上海金力泰化工股份有限公司,"Shanghai Kinlita Chemical Co.,Ltd.",上海市奉贤区青村镇沿钱公路2888号,300225,金力泰,2011/5/31,"261,300,000","186,361,366",,,,0,0,华东,上海,上海市,C 制造业,www.knt.cn
